vendor_record_id,vendor_id,vendor_name,vendor_country,vendor_region,vendor_tier,vendor_category,snapshot_month,on_time_delivery_rate,quality_acceptance_rate,quality_rejection_count,defect_rate_pct,lead_time_avg_days,lead_time_variance_days,contract_lead_time_days,procurement_spend_usd,purchase_order_count,invoice_accuracy_rate,payment_terms_days,days_payable_outstanding,contract_start_date,contract_expiry_date,concentration_risk_pct,financial_stability_score,esg_compliance_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,vris_score,risk_category,lead_time_inconsistency_flag,contract_expired_flag,contract_renewal_due_flag,year,product_cost_competitiveness_score,cost_benchmark_order_count,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,supplier_score
VR-00004441,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-01-01,83.44,72.12,1,0.529,8.93,1.03,9,2378.36,12,94.71,30,16.4,2019-11-01,2024-08-02,8.1,100.0,70.02,0,0,0,85.54,High,False,False,False,2023,40.02576945160464,16,83.44,72.12,14.459999999999994,56.431038616123246,97.71111111111111,65.47
VR-00004442,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-02-01,89.29,74.25,5,0.053,31.4,1.64,27,237227.02,9,91.58,30,20.79,2019-11-01,2023-10-09,20.31,37.16,69.27,1,0,0,72.64,High,False,False,False,2023,40.02576945160464,16,89.29,74.25,27.36,55.492038616123246,87.57499410238265,68.57
VR-00004443,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-03-01,79.6,82.67,1,0.065,41.87,10.72,45,2052.74,10,95.47,30,6.84,2019-11-01,2022-08-11,15.32,69.86,47.77,1,0,0,77.43,High,False,True,False,2023,40.02576945160464,16,79.6,82.67,22.569999999999993,56.65903861612324,95.23555555555555,67.71
VR-00004444,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-04-01,65.39,77.84,2,0.158,7.86,0.61,9,161165.56,9,89.21,30,29.55,2019-11-01,2024-07-15,3.59,79.0,78.16,0,0,0,78.91,High,False,False,False,2023,40.02576945160464,16,65.39,77.84,21.090000000000003,54.78103861612324,98.64444444444445,62.42
VR-00004445,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-05-01,67.25,78.87,4,0.885,63.56,2.42,58,20245.86,15,82.51,30,38.09,2019-11-01,2024-09-27,26.14,100.0,40.8,0,0,0,76.0,High,False,False,False,2023,40.02576945160464,16,67.25,78.87,24.0,52.77103861612325,92.16740522124087,62.49
VR-00004446,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-06-01,88.85,67.55,0,0.552,32.59,1.28,32,1540.25,14,88.99,30,16.97,2019-11-01,2024-03-19,16.31,85.07,67.18,0,0,0,80.91,High,False,False,False,2023,40.02576945160464,16,88.85,67.55,19.090000000000003,54.715038616123245,97.75170297637312,66.85
VR-00004447,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-07-01,78.22,67.07,1,0.208,50.6,5.27,47,13490.1,12,93.91,30,33.03,2019-11-01,2021-12-31,30.74,80.23,65.48,0,0,0,75.34,High,False,True,False,2023,40.02576945160464,16,78.22,67.07,24.659999999999997,56.191038616123244,92.06574720376756,64.05
VR-00004448,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-08-01,68.88,72.59,3,0.212,58.3,2.5,60,145901.58,19,89.64,30,20.53,2019-11-01,2023-11-27,41.59,66.25999999999999,64.95,1,0,0,67.38,Medium,False,False,False,2023,40.02576945160464,16,68.88,72.59,32.620000000000005,54.910038616123245,99.16666666666667,64.82
VR-00004449,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-09-01,72.01,73.46,2,0.03,27.98,0.61,28,33856.93,7,90.18,30,29.81,2019-11-01,2023-08-04,32.09,66.25999999999999,34.0,0,0,0,65.46,Medium,False,True,False,2023,40.02576945160464,16,72.01,73.46,34.540000000000006,55.07203861612325,99.56428571428572,66.4
VR-00004450,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-10-01,87.17,66.54,2,0.857,41.02,5.9,43,79079.53,14,87.7,30,36.51,2019-11-01,2024-06-25,18.87,54.8,49.96,0,0,0,72.0,High,False,False,False,2023,40.02576945160464,16,87.17,66.54,28.0,54.328038616123244,97.25581395348837,67.8
VR-00004451,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-11-01,76.96,85.0,3,0.072,24.57,0.04,35,10019.28,6,91.32,30,22.3,2019-11-01,2023-05-05,37.76,71.97,92.21,0,0,0,78.32,High,True,True,False,2023,40.02576945160464,16,76.96,85.0,21.680000000000007,55.41403861612324,99.97714285714287,67.73
VR-00004452,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2023-12-01,87.61,76.65,3,0.062,39.8,0.16,35,25759.92,17,99.07,30,31.31,2019-11-01,2022-04-25,41.73,66.25999999999999,81.88,1,0,0,72.94,High,False,True,False,2023,40.02576945160464,16,87.61,76.65,27.060000000000002,57.73903861612324,90.26033022254128,69.22
VR-00004453,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-01-01,73.72,71.21,4,0.17,5.77,0.52,7,38330.83,13,95.27,30,20.29,2019-11-01,2023-09-01,18.24,100.0,62.48,0,0,0,80.71,High,False,True,False,2024,60.87018449382899,27,73.72,71.21,19.290000000000006,71.19012914568029,98.51428571428572,65.67
VR-00004454,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-02-01,78.72,78.77,4,0.22,19.8,2.93,19,31775.55,15,94.16,30,39.62,2019-11-01,2024-08-19,30.67,35.48,63.21,0,0,0,68.67,Medium,False,False,False,2024,60.87018449382899,27,78.72,78.77,31.33,70.85712914568029,93.68346624136099,70.32
VR-00004455,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-03-01,64.45,66.45,3,0.249,22.05,0.26,23,1597.37,13,96.62,30,29.11,2019-11-01,2023-01-05,21.54,81.33,56.86,0,0,0,72.79,High,False,True,False,2024,60.87018449382899,27,64.45,66.45,27.209999999999994,71.59512914568029,99.77391304347826,63.77
VR-00004456,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-04-01,71.07,80.3,0,0.336,26.36,1.11,35,4016.02,12,97.69,30,17.13,2019-11-01,2024-06-13,39.09,53.25,87.07,0,0,0,72.09,High,True,False,True,2024,60.87018449382899,27,71.07,80.3,27.909999999999997,71.91612914568029,99.36571428571429,68.66
VR-00004457,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-05-01,79.12,70.19,3,0.111,31.66,0.03,30,5221.62,14,84.94,30,29.35,2019-11-01,2023-02-24,6.71,39.32,49.81,0,0,0,69.15,Medium,False,True,False,2024,60.87018449382899,27,79.12,70.19,30.849999999999994,68.09112914568028,95.78543272267846,68.53
VR-00004458,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-06-01,64.92,75.99,5,0.31,23.21,0.98,24,2461.07,16,99.43,30,34.52,2019-11-01,2023-07-18,5.67,78.31,84.57,0,0,0,79.64,High,False,True,False,2024,60.87018449382899,27,64.92,75.99,20.36,72.43812914568028,99.18333333333334,64.49
VR-00004459,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-07-01,84.99,74.05666666666667,1,0.126,52.65,5.66,49,360995.7,15,100.0,30,31.05,2019-11-01,2022-07-01,33.08,59.97,31.12,1,0,0,69.99,Medium,False,True,False,2024,60.87018449382899,27,84.99,74.05666666666667,30.010000000000005,72.60912914568028,92.14373703897513,71.02
VR-00004460,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-08-01,76.15,72.1,3,0.108,56.72,2.1,57,3838.65,9,92.08,30,24.35,2019-11-01,2022-10-01,29.56,94.73,52.17,0,0,0,77.39,High,False,True,False,2024,60.87018449382899,27,76.15,72.1,22.61,70.23312914568028,99.26315789473685,67.21
VR-00004461,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-09-01,65.83,83.6,1,0.161,16.77,0.18,15,5381.13,15,93.07,30,33.65,2019-11-01,2023-03-31,41.27,66.46,93.29,0,0,0,73.91,High,False,True,False,2024,60.87018449382899,27,65.83,83.6,26.090000000000003,70.53012914568028,91.31635062611808,65.96
VR-00004462,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-10-01,70.05,75.94,0,0.141,18.39,0.01,18,63176.11,12,86.26,30,32.35,2019-11-01,2023-01-03,20.28,41.98,91.55,1,0,0,70.84,High,False,True,False,2024,60.87018449382899,27,70.05,75.94,29.159999999999997,68.48712914568029,98.29231466376656,67.05
VR-00004463,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-11-01,70.85,57.9,4,0.198,9.74,0.89,11,4743.1,10,95.33,30,21.87,2019-11-01,2023-10-06,31.12,98.8,82.2,0,0,0,77.14,High,False,True,False,2024,60.87018449382899,27,70.85,57.9,22.86,71.20812914568029,98.38181818181818,62.85
VR-00004464,VND-000705,Cole-Lee,Thailand,APAC,Tier-3,Packaging,2024-12-01,83.67,78.83,2,0.147,31.65,1.43,42,25097.43,14,82.28,30,26.21,2019-11-01,2022-09-08,21.2,64.44,68.51,0,0,0,76.47,High,True,True,False,2024,60.87018449382899,27,83.67,78.83,23.53,67.29312914568028,99.31904761904762,70.56
VR-00015073,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-01-01,93.71,92.48,1,0.029,37.23,2.73,48,16505.45,4,83.67,60,68.47,2018-02-01,2021-05-28,15.47,54.48,54.13,0,0,0,9.74,Low,True,False,False,2021,55.33754734093015,19,93.71,92.48,90.26,63.8372831386511,98.8625,89.07
VR-00015074,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-02-01,100.0,96.76,0,0.001,13.28,1.54,12,2158.54,15,100.0,60,60.25,2018-02-01,2021-05-18,10.11,63.66,39.51,0,0,0,84.52,High,False,False,False,2021,55.33754734093015,19,100.0,96.76,15.480000000000004,68.7362831386511,89.72248995983936,76.22
VR-00015075,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-03-01,91.21,98.0,0,0.03,33.56,2.47,26,490.9,11,92.37,60,52.4,2018-02-01,2021-02-03,30.98,100.0,82.77,1,0,0,90.27,High,True,True,False,2021,55.33754734093015,19,91.21,98.0,9.730000000000004,66.4472831386511,80.07854588796187,70.89
VR-00015076,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-04-01,94.28,97.58666666666666,0,0.0,41.76,5.07,47,16933.02,11,96.86,60,53.42,2018-02-01,2021-09-19,19.9,74.81,81.67,0,0,0,7.75,Low,False,False,False,2021,55.33754734093015,19,94.28,97.58666666666666,92.25,67.79428313865111,97.84255319148936,91.1
VR-00015077,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-05-01,100.0,100.0,0,0.0,18.58,4.28,22,8863.87,20,89.68,60,59.24,2018-02-01,2022-11-28,36.61,63.66,20.0,1,0,0,81.72,High,False,False,False,2021,55.33754734093015,19,100.0,100.0,18.28,65.6402831386511,96.10909090909091,77.92
VR-00015078,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-06-01,89.71,96.78,1,0.019,24.78,2.85,30,24644.36,11,100.0,60,60.86,2018-02-01,2021-10-09,33.57,57.88,51.64,0,0,0,78.49,High,False,False,False,2021,55.33754734093015,19,89.71,96.78,21.510000000000005,68.7362831386511,98.1,75.6
VR-00015079,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-07-01,100.0,94.31,0,0.103,38.13,5.99,45,70515.54,13,90.81,60,45.72,2018-02-01,2021-09-08,40.06,51.18,67.71,1,0,0,78.94,High,False,False,True,2021,55.33754734093015,19,100.0,94.31,21.060000000000002,65.9792831386511,97.33777777777777,77.57
VR-00015080,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-08-01,89.18,90.26,1,0.009,10.89,1.31,16,240936.89,12,95.52,60,44.09,2018-02-01,2021-08-24,18.95,77.1,58.06,1,0,0,83.28,High,True,False,True,2021,55.33754734093015,19,89.18,90.26,16.72,67.3922831386511,98.3625,73.01
VR-00015081,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-09-01,91.74,88.05,2,0.007,24.42,1.71,24,13349.13,14,97.86,60,52.17,2018-02-01,2020-08-20,3.48,32.94,57.99,0,0,0,77.2,High,False,True,False,2021,55.33754734093015,19,91.74,88.05,22.799999999999997,68.0942831386511,97.19907862407862,74.49
VR-00015082,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-10-01,82.71,100.0,0,0.0,54.67,5.57,45,54482.09,10,90.4,60,64.58,2018-02-01,2020-04-10,22.02,20.24,62.24,0,0,0,71.69,High,True,True,False,2021,55.33754734093015,19,82.71,100.0,28.310000000000002,65.85628313865111,83.37408775887648,72.86
VR-00015083,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-11-01,96.86,91.78,1,0.041,38.6,1.94,54,1664.92,14,86.84,60,62.63,2018-02-01,2020-07-07,27.38,51.15,58.24,1,0,0,78.2,High,True,True,False,2021,55.33754734093015,19,96.86,91.78,21.799999999999997,64.78828313865111,99.28148148148148,76.38
VR-00015084,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2021-12-01,100.0,100.0,0,0.0,24.96,1.22,22,1824.64,8,96.9,60,56.54,2018-02-01,2022-12-01,16.18,65.74,54.57,0,0,0,85.87,High,False,False,False,2021,55.33754734093015,19,100.0,100.0,14.129999999999995,67.80628313865111,89.4037296037296,76.41
VR-00015085,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-01-01,84.48,100.0,0,0.0,54.64,7.6,49,78632.77,10,93.78,60,60.25,2018-02-01,2020-09-11,40.89,45.03,42.2,0,0,0,72.59,High,False,True,False,2022,56.991154693232225,21,84.48,100.0,27.409999999999997,68.02780828526255,88.64027250724595,74.33
VR-00015086,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-02-01,96.69,93.05,2,0.067,42.32,3.29,55,19601.1,10,86.09,60,64.26,2018-02-01,2021-04-02,23.13,82.01,73.88,1,0,0,86.71,High,True,True,False,2022,56.991154693232225,21,96.69,93.05,13.290000000000006,65.72080828526256,98.80363636363637,74.95
VR-00015087,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-03-01,100.0,88.82,1,0.025,18.29,1.37,14,22341.02,11,98.8,60,60.05,2018-02-01,2021-03-28,30.51,63.66,82.45,0,0,0,10.41,Low,True,True,False,2022,56.991154693232225,21,100.0,88.82,89.59,69.53380828526255,79.27850503788176,88.0
VR-00015088,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-04-01,98.21,96.14,0,0.003,55.89,0.91,58,99092.68,15,86.71,60,76.93,2018-02-01,2021-10-01,4.56,77.9,89.69,0,0,0,91.32,High,False,True,False,2022,56.991154693232225,21,98.21,96.14,8.680000000000007,65.90680828526256,99.68620689655172,75.27
VR-00015089,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-05-01,83.24,90.0,2,0.127,80.47,8.95,58,113390.53,4,100.0,60,56.7,2018-02-01,2022-09-20,26.24,81.49,60.06,2,0,0,12.27,Low,True,False,False,2022,56.991154693232225,21,83.24,90.0,87.73,69.89380828526257,74.57503331719255,82.19
VR-00015090,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-06-01,80.21,87.86,4,0.005,23.7,0.07,27,9276.79,8,94.82,60,56.95,2018-02-01,2020-08-02,28.97,75.61,63.57,0,0,0,11.77,Low,False,True,False,2022,56.991154693232225,21,80.21,87.86,88.23,68.33980828526256,99.94814814814815,84.52
VR-00015091,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-07-01,94.74,95.55,1,0.007,52.43,5.28,60,18771.61,8,94.25,60,66.32,2018-02-01,2021-09-27,38.14,78.64,66.48,1,0,0,9.22,Low,False,True,False,2022,56.991154693232225,21,94.74,95.55,90.78,68.16880828526256,98.24000000000001,90.65
VR-00015092,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-08-01,92.31,92.98666666666666,1,0.033,25.28,0.41,23,10539.73,11,93.53,60,48.93,2018-02-01,2023-01-24,44.33,45.35,38.8,0,0,0,71.18,High,False,False,False,2022,56.991154693232225,21,92.31,92.98666666666666,28.819999999999993,67.95280828526256,92.42828838745184,76.11
VR-00015093,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-09-01,79.36,84.0,2,0.285,46.51,2.94,49,56611.08,9,94.66,60,58.48,2018-02-01,2022-03-22,32.44,90.97,51.99,0,0,0,79.63,High,False,True,False,2022,56.991154693232225,21,79.36,84.0,20.370000000000005,68.29180828526256,98.8,69.75
VR-00015094,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-10-01,100.0,84.77,1,0.119,9.65,1.07,9,24655.08,8,99.15,60,76.08,2018-02-01,2021-12-18,23.12,43.84,55.19,1,0,0,77.69,High,False,True,False,2022,56.991154693232225,21,100.0,84.77,22.310000000000002,69.63880828526256,92.2336211859528,75.7
VR-00015095,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-11-01,91.91,100.0,0,0.0,7.07,1.89,9,32919.92,10,100.0,60,66.89,2018-02-01,2020-12-07,41.0,41.28,67.45,0,0,0,76.83,High,True,True,False,2022,56.991154693232225,21,91.91,100.0,23.17,69.89380828526257,95.8,77.06
VR-00015096,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2022-12-01,80.12,94.92333333333332,0,0.034,15.53,1.18,17,103360.96,21,94.89,60,61.67,2018-02-01,2022-11-27,18.72,49.45,75.81,1,0,0,77.86,High,False,True,False,2022,56.991154693232225,21,80.12,94.92333333333332,22.14,68.36080828526255,98.61176470588235,72.49
VR-00015097,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-01-01,90.72,90.51,1,0.05,71.57,9.0,59,50205.78,14,93.23,60,55.97,2018-02-01,2022-05-02,3.43,80.12,73.85,0,0,0,88.0,High,True,True,False,2023,22.081537544138616,24,90.72,90.51,12.0,43.426076280897036,82.89857269047964,66.67
VR-00015098,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-02-01,98.19,100.0,0,0.0,19.32,3.37,16,12929.89,13,86.66,60,55.07,2018-02-01,2022-05-21,25.51,88.54,60.43,0,0,0,88.14,High,True,True,False,2023,22.081537544138616,24,98.19,100.0,11.86,41.45507628089703,82.04008799171842,70.35
VR-00015099,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-03-01,96.76,94.12,1,0.011,25.38,3.36,23,45163.22,17,91.19,60,63.21,2018-02-01,2021-09-26,4.18,63.66,93.03,0,0,0,88.54,High,False,True,False,2023,22.081537544138616,24,96.76,94.12,11.459999999999994,42.81407628089703,89.57629081440368,70.0
VR-00015100,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-04-01,88.79,96.52,0,0.049,32.2,1.39,29,14874.71,19,94.66,60,54.32,2018-02-01,2020-04-13,38.71,71.54,55.35,0,0,0,80.0,High,False,True,False,2023,22.081537544138616,24,88.79,96.52,20.0,43.85507628089703,91.09106875133861,70.18
VR-00015101,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-05-01,100.0,85.23,1,0.005,57.92,3.58,57,43810.19,9,92.3,60,52.96,2018-02-01,2022-01-13,39.08,45.08,71.43,0,0,0,76.57,High,False,True,False,2023,22.081537544138616,24,100.0,85.23,23.430000000000007,43.147076280897025,97.47314141707861,72.83
VR-00015102,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-06-01,99.77,79.74,0,0.166,35.87,1.6,37,17243.31,7,89.59,60,66.67,2018-02-01,2022-04-14,32.27,63.66,89.68,0,0,0,11.77,Low,False,True,False,2023,22.081537544138616,24,99.77,79.74,88.23,42.33407628089703,99.13513513513513,84.75
VR-00015103,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-07-01,91.67,96.56,1,0.033,44.57,8.09,56,55200.99,11,85.77,60,62.07,2018-02-01,2021-03-28,5.52,60.39,85.63,0,0,0,85.62,High,True,True,False,2023,22.081537544138616,24,91.67,96.56,14.379999999999995,41.18807628089703,97.1107142857143,70.43
VR-00015104,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-08-01,100.0,95.82,0,0.018,8.28,1.6,9,25558.15,10,93.36,60,55.3,2018-02-01,2021-06-22,5.18,63.66,80.27,0,0,0,81.72,High,False,True,False,2023,22.081537544138616,24,100.0,95.82,18.28,43.46507628089703,96.44444444444444,73.81
VR-00015105,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-09-01,100.0,91.59,1,0.238,37.46,1.67,35,47615.97,12,83.11,60,65.48,2018-02-01,2021-03-17,11.46,87.51,73.0,0,0,0,89.71,High,False,True,False,2023,22.081537544138616,24,100.0,91.59,10.290000000000006,40.390076280897034,93.79211044161391,70.5
VR-00015106,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-10-01,99.92,93.0,0,0.013,7.09,0.48,8,2355.83,16,91.85,60,64.3,2018-02-01,2022-02-06,36.72,78.68,83.43,0,0,0,86.34,High,False,True,False,2023,22.081537544138616,24,99.92,93.0,13.659999999999997,43.01207628089703,98.8,72.58
VR-00015107,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-11-01,96.24,95.02,1,0.021,23.83,2.84,24,3285.03,9,90.41,60,61.46,2018-02-01,2020-05-26,43.86,68.85,22.44,0,0,0,76.54,High,False,True,False,2023,22.081537544138616,24,96.24,95.02,23.459999999999994,42.58007628089703,97.63333333333334,73.6
VR-00015108,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2023-12-01,94.48,96.81,0,0.011,10.98,1.34,10,389004.86,20,93.58,60,63.68,2018-02-01,2023-01-22,18.43,55.03,71.55,0,0,0,82.74,High,False,True,False,2023,22.081537544138616,24,94.48,96.81,17.260000000000005,43.531076280897025,90.17974499089254,71.21
VR-00015109,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-01-01,90.59,86.55,1,0.085,34.68,3.07,36,299395.0,12,97.27,60,79.26,2018-02-01,2021-12-16,5.76,88.61,95.85,0,1,0,91.13,High,False,True,False,2024,32.94391907549325,18,90.59,86.55,8.870000000000005,52.24174335284527,98.29444444444445,68.84
VR-00015110,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-02-01,94.19,97.93,0,0.058,39.1,4.02,40,20730.98,11,88.3,60,58.37,2018-02-01,2020-07-18,19.05,58.18,50.31,0,0,0,80.77,High,False,True,False,2024,32.94391907549325,18,94.19,97.93,19.230000000000004,49.550743352845274,97.99000000000001,73.82
VR-00015111,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-03-01,88.59,94.13666666666668,0,0.0,33.09,1.37,37,25941.51,10,93.69,60,46.23,2018-02-01,2020-06-02,36.67,50.58,55.98,1,0,0,76.73,High,False,True,False,2024,32.94391907549325,18,88.59,94.13666666666668,23.269999999999996,51.16774335284527,99.25945945945946,72.62
VR-00015112,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-04-01,100.0,100.0,0,0.0,15.0,2.22,19,391032.91,9,95.88,60,34.06,2018-02-01,2023-01-24,27.37,63.84,49.32,0,0,0,83.18,High,True,True,False,2024,32.94391907549325,18,100.0,100.0,16.819999999999993,51.824743352845275,97.66315789473684,75.79
VR-00015113,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-05-01,100.0,100.0,0,0.0,7.73,0.0,8,175616.13,11,95.53,60,61.04,2018-02-01,2021-02-01,15.88,28.93,39.08,1,0,0,76.87,High,False,True,False,2024,32.94391907549325,18,100.0,100.0,23.129999999999995,51.71974335284527,100.0,77.38
VR-00015114,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-06-01,100.0,86.18,0,0.055,26.62,1.28,30,296673.38,22,99.49,60,64.94,2018-02-01,2020-03-07,31.36,58.12,81.4,2,0,0,82.24,High,False,True,False,2024,32.94391907549325,18,100.0,86.18,17.760000000000005,52.90774335284527,99.14666666666668,73.6
VR-00015115,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-07-01,99.8,88.66,0,0.075,45.36,7.01,49,4061.5,17,94.86,60,65.11,2018-02-01,2022-07-05,40.8,85.04,46.95,0,0,0,82.75,High,False,True,False,2024,32.94391907549325,18,99.8,88.66,17.25,51.51874335284527,97.13877551020408,73.42
VR-00015116,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-08-01,100.0,93.0,0,0.098,60.35,2.01,51,16731.57,16,87.54,60,62.88,2018-02-01,2022-01-22,18.61,50.66,52.94,0,0,0,79.99,High,False,True,False,2024,32.94391907549325,18,100.0,93.0,20.010000000000005,49.32274335284527,86.81739850869926,73.02
VR-00015117,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-09-01,100.0,98.16,1,0.002,38.71,5.04,54,3538.73,17,94.94,60,57.8,2018-02-01,2023-01-05,43.47,48.52,42.44,1,0,0,76.55,High,True,True,False,2024,32.94391907549325,18,100.0,98.16,23.450000000000003,51.54274335284527,98.13333333333333,76.77
VR-00015118,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-10-01,83.25,97.74,2,0.005,10.29,2.43,14,6536.29,10,91.22,60,67.28,2018-02-01,2022-07-23,28.86,65.18,38.42,0,0,0,77.03,High,True,True,False,2024,32.94391907549325,18,83.25,97.74,22.97,50.42674335284527,96.52857142857142,71.16
VR-00015119,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-11-01,93.04,87.59,3,0.519,27.95,3.89,28,260737.3,13,90.06,60,63.5,2018-02-01,2020-04-17,41.2,63.05,73.2,0,0,0,78.53,High,False,True,False,2024,32.94391907549325,18,93.04,87.59,21.47,50.07874335284527,97.22142857142858,71.82
VR-00015120,VND-000707,"Warren, Gallegos and Berry",Kenya,APAC,Tier-1,Industrial Parts,2024-12-01,98.84,98.71,0,0.005,25.61,0.41,24,21890.37,15,85.52,60,49.24,2018-02-01,2021-01-27,30.11,83.73,50.96,0,1,0,85.33,High,False,True,False,2024,32.94391907549325,18,98.84,98.71,14.670000000000002,48.71674335284527,94.62904789795654,73.83
