supplier_rank,vendor_id,vendor_name,vendor_region,vendor_category,as_of_month,months_in_dynamic_window,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,dynamic_supplier_score,vris_score,defect_rate_pct,lead_time_avg_days,contract_lead_time_days,financial_stability_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,recent_3m_score,prior_3m_score,score_change_3m,trend_class,procurement_spend_12m_usd,spend_percentile,supplier_risk_class,replacement_candidate,recommended_tier,category_rank
224,VND-001187,Brown Group,EMEA,Logistics,2024-12-01,6,83.41,82.66,21.57,48.73,94.0,67.28,82.69,0.071,17.61,17,92.79,0,0,0,65.58,71.07,-5.49,Deteriorating,981667.45,0.77,High,False,Approved,37
225,VND-000976,"Sexton, Thompson and Barnes",Americas,Electronics,2024-12-01,6,71.99,77.38,43.41,49.69,93.78,67.28,78.05,0.113,17.53,18,80.8,0,0,0,66.9,68.2,-1.3,Stable,484572.74,0.33,High,False,Approved,31
226,VND-000892,Briggs Inc,MEA,Electronics,2024-12-01,6,77.22,71.9,26.94,64.21,97.89,67.25,70.01,0.129,17.31,28,59.74,0,0,0,66.77,67.71,-0.94,Stable,630684.64,0.53,High,False,Approved,32
227,VND-000056,"Herrera, Baker and Martinez",Americas,Industrial Parts,2024-12-01,6,83.18,84.11,20.88,48.03,93.91,67.24,79.86,0.012,59.42,51,75.37,0,0,0,67.11,68.1,-0.99,Stable,244765.41,0.05,High,False,Approved,44
228,VND-000629,Lopez-Mendoza,APAC,Logistics,2024-12-01,6,76.34,76.98,39.54,44.2,95.83,67.21,72.61,0.005,11.94,13,54.66,0,0,0,65.22,69.83,-4.61,Deteriorating,514188.21,0.37,High,False,Approved,38
229,VND-000134,Morgan Group,Americas,Electronics,2024-12-01,6,80.05,71.89,24.44,66.37,93.08,67.2,79.28,0.561,66.35,56,88.57,0,0,0,66.24,69.1,-2.86,Deteriorating,1535557.87,0.93,High,False,Approved,33
230,VND-000208,Taylor Inc,MEA,Raw Materials,2024-12-01,6,75.78,73.2,28.95,68.4,91.52,67.15,71.62,0.097,39.23,39,50.2,0,0,0,66.88,67.23,-0.36,Stable,709395.35,0.62,High,False,Approved,43
231,VND-000229,Lane Ltd,APAC,Packaging,2024-12-01,6,78.87,80.03,25.8,54.32,94.46,67.14,74.42,0.026,53.77,60,68.23,0,0,0,66.81,66.18,0.62,Stable,697696.29,0.61,High,False,Approved,30
232,VND-000270,Friedman LLC,Americas,Raw Materials,2024-12-01,6,80.66,89.13,20.18,46.59,93.93,67.14,84.33,0.086,28.28,32,86.67,0,0,0,66.77,67.86,-1.09,Stable,2312760.37,0.97,High,False,Approved,44
233,VND-000855,Smith-Hall,EMEA,Raw Materials,2024-12-01,6,76.59,76.53,33.77,56.67,90.66,67.14,74.94,0.025,19.49,27,69.94,0,0,0,67.35,66.26,1.09,Stable,476541.57,0.32,High,False,Approved,45
234,VND-000259,Salinas PLC,APAC,Services,2024-12-01,6,77.72,73.15,23.58,65.98,97.19,67.14,70.85,0.941,17.02,17,65.36,0,0,0,67.94,66.28,1.66,Stable,1740612.56,0.95,High,False,Approved,44
235,VND-000434,Zimmerman LLC,Americas,Raw Materials,2024-12-01,6,75.59,78.38,32.15,54.65,94.4,67.14,70.7,0.001,13.51,14,53.46,0,0,0,67.12,66.94,0.19,Stable,952684.58,0.75,High,False,Approved,46
236,VND-000687,Escobar-Hernandez,MEA,Packaging,2024-12-01,6,71.78,70.88,42.81,55.09,97.27,67.13,20.59,0.013,29.92,30,42.13,0,0,0,68.7,62.36,6.34,Improving,492875.97,0.35,Medium,False,Approved,31
237,VND-001090,"Aguilar, Harrington and Bridges",MEA,Electronics,2024-12-01,6,88.23,86.13,20.67,38.9,89.74,67.12,75.48,0.856,64.95,54,64.17,0,0,0,68.38,65.37,3.01,Improving,417553.9,0.21,High,False,Approved,34
238,VND-000321,Decker Inc,EMEA,Electronics,2024-12-01,6,85.54,81.27,30.65,29.54,97.52,67.11,72.84,0.26,40.26,38,67.21,0,0,0,65.16,71.21,-6.05,Deteriorating,594260.85,0.5,High,False,Approved,35
239,VND-000866,"Townsend, Guzman and Allen",APAC,Raw Materials,2024-12-01,6,73.17,77.99,27.04,67.11,93.73,67.08,72.75,0.124,43.72,51,56.57,0,0,0,68.33,64.83,3.51,Improving,411361.99,0.2,High,False,Approved,47
240,VND-000116,Castro-Chandler,APAC,Logistics,2024-12-01,6,79.1,74.73,37.72,40.77,98.3,67.08,77.34,0.064,51.17,59,64.37,0,0,0,67.92,65.96,1.96,Stable,1207495.0,0.84,High,False,Approved,39
241,VND-000296,Martinez-Willis,EMEA,Raw Materials,2024-12-01,6,75.21,79.09,22.03,64.72,97.13,67.06,76.25,0.18,23.71,23,73.26,0,0,0,67.48,66.36,1.12,Stable,1498849.69,0.92,High,False,Approved,48
242,VND-001009,Hamilton-Holt,APAC,Services,2024-12-01,6,71.18,76.37,45.04,46.02,96.81,67.06,17.82,0.158,12.25,15,70.01,0,0,0,69.23,61.3,7.93,Improving,680994.61,0.59,Medium,False,Approved,45
243,VND-000506,Harrison Ltd,EMEA,Electronics,2024-12-01,6,78.96,74.28,37.0,45.81,94.77,67.03,28.06,0.131,10.53,10,51.4,0,1,0,68.01,63.33,4.68,Improving,322417.49,0.12,High,False,Approved,36
244,VND-000235,"Wall, Garcia and Koch",EMEA,Raw Materials,2024-12-01,6,86.65,85.94,19.76,37.9,94.62,67.01,83.93,0.038,11.28,12,100.0,1,0,0,67.44,67.03,0.42,Stable,569961.68,0.47,High,False,Approved,49
245,VND-001189,"Bridges, Merritt and Gonzales",APAC,Packaging,2024-12-01,6,73.15,72.6,38.84,55.18,96.37,66.96,20.68,0.085,52.72,59,55.12,0,0,0,67.15,64.89,2.26,Improving,546111.36,0.42,Medium,False,Approved,32
246,VND-000202,"Francis, Mata and Young",Americas,Services,2024-12-01,6,86.62,81.41,26.21,37.07,92.39,66.93,88.34,0.139,37.2,32,100.0,0,0,0,65.57,70.4,-4.83,Deteriorating,515691.98,0.38,High,False,Approved,46
247,VND-000596,"Phillips, White and Saunders",MEA,Electronics,2024-12-01,6,72.31,75.86,29.61,65.56,95.26,66.91,67.72,0.26,40.65,56,66.22,0,0,0,67.71,66.39,1.32,Stable,611790.67,0.51,Medium,False,Approved,37
248,VND-000781,Chandler-Cain,APAC,Electronics,2024-12-01,6,83.77,84.93,25.95,40.86,89.69,66.89,74.14,0.204,33.86,27,54.51,0,0,0,66.69,66.57,0.12,Stable,1236094.65,0.85,High,False,Approved,38
249,VND-000776,"Hampton, Duran and Webster",APAC,Raw Materials,2024-12-01,6,81.59,78.81,25.36,48.36,95.46,66.88,72.17,0.015,12.89,16,38.98,0,0,0,65.72,68.6,-2.87,Deteriorating,632710.92,0.54,High,False,Approved,50
250,VND-000017,"Harrison, Oliver and Rivera",Americas,Electronics,2024-12-01,6,76.05,71.03,36.45,55.73,94.77,66.88,63.28,0.229,34.53,39,21.95,0,0,0,65.63,69.5,-3.87,Deteriorating,373993.97,0.17,Medium,False,Approved,39
251,VND-000746,"Reed, Berry and Baker",MEA,Raw Materials,2024-12-01,6,77.65,77.62,39.13,37.05,97.81,66.87,78.78,0.038,18.52,21,72.05,0,0,0,69.38,62.67,6.71,Improving,564880.52,0.46,High,False,Approved,51
252,VND-000822,Randall and Sons,Americas,Raw Materials,2024-12-01,6,79.03,75.13,23.74,59.93,95.54,66.8,76.15,0.035,5.48,8,77.4,0,0,0,67.43,66.42,1.01,Stable,666223.19,0.58,High,False,Approved,52
253,VND-000745,James-Gibson,Americas,Raw Materials,2024-12-01,6,81.69,72.92,30.63,45.92,97.89,66.79,78.82,0.315,15.72,19,55.85,0,0,0,67.52,65.07,2.44,Improving,689605.35,0.6,High,False,Approved,53
254,VND-000618,Goodman-Lopez,Americas,Electronics,2024-12-01,6,80.91,80.47,26.79,45.39,95.0,66.78,73.75,0.075,41.35,43,47.96,0,0,0,67.26,65.75,1.52,Stable,296719.23,0.1,High,False,Approved,40
255,VND-000766,"Rodriguez, Pugh and Warner",APAC,Raw Materials,2024-12-01,6,75.76,77.69,24.88,66.37,90.57,66.78,73.49,0.169,20.9,16,64.54,1,0,0,67.72,64.97,2.75,Improving,7305642.84,0.99,High,False,Approved,54
256,VND-000536,Townsend Inc,Americas,Electronics,2024-12-01,6,81.23,84.07,20.66,47.72,95.37,66.78,74.68,0.157,31.04,31,54.46,1,0,0,66.51,66.99,-0.48,Stable,831947.21,0.7,High,False,Approved,41
257,VND-000173,Brown Group,MEA,Industrial Parts,2024-12-01,6,72.86,75.5,28.02,65.02,96.37,66.77,67.33,0.118,8.47,10,66.46,1,0,0,67.05,66.42,0.63,Stable,627864.09,0.53,Medium,False,Approved,45
258,VND-000663,"Lowe, Smith and Chavez",Americas,Packaging,2024-12-01,6,77.99,75.13,27.49,55.17,97.09,66.76,79.57,0.139,42.87,51,69.56,0,0,0,66.82,67.47,-0.66,Stable,407052.18,0.2,High,False,Approved,33
259,VND-000325,Watson PLC,APAC,Raw Materials,2024-12-01,6,86.67,84.11,21.34,38.82,92.15,66.73,82.71,0.138,44.07,55,73.71,0,0,0,66.94,65.72,1.22,Stable,1338266.25,0.88,High,False,Approved,55
260,VND-000973,"Clark, Wright and Johnson",APAC,Raw Materials,2024-12-01,6,78.3,75.41,29.45,52.8,95.67,66.73,79.08,0.968,25.63,24,60.01,0,0,0,65.29,70.45,-5.16,Deteriorating,626887.08,0.52,High,False,Approved,56
261,VND-001029,Jordan and Sons,MEA,Services,2024-12-01,6,78.67,75.54,31.61,52.43,92.22,66.73,75.62,0.726,29.72,33,80.64,0,0,0,64.72,69.5,-4.79,Deteriorating,1283188.86,0.87,High,False,Approved,47
262,VND-000159,"Ross, Williams and Sanchez",Americas,Packaging,2024-12-01,6,75.39,75.05,39.25,47.26,94.4,66.72,67.75,0.207,54.4,58,42.37,0,0,0,67.21,65.72,1.49,Stable,836523.42,0.7,Medium,False,Approved,34
263,VND-000886,"Garcia, Gonzalez and Chapman",APAC,Raw Materials,2024-12-01,6,77.51,76.88,27.21,56.3,94.14,66.64,66.04,0.091,67.77,55,38.96,0,0,0,66.68,67.52,-0.84,Stable,1063631.14,0.8,Medium,False,Approved,57
264,VND-000872,"Leblanc, Marshall and Higgins",MEA,Logistics,2024-12-01,6,70.05,72.09,46.29,49.77,96.5,66.63,18.06,0.022,45.38,52,72.31,0,0,0,67.09,64.28,2.8,Improving,1422239.71,0.9,Medium,False,Approved,40
265,VND-000115,"Hall, Lowery and Farley",Americas,Logistics,2024-12-01,6,76.66,77.0,39.99,42.33,92.53,66.63,14.79,0.052,45.9,52,51.74,0,0,0,67.65,62.53,5.12,Improving,419589.59,0.22,Medium,False,Approved,41
266,VND-000071,"Stewart, Solis and Long",APAC,Industrial Parts,2024-12-01,6,77.75,74.17,37.94,43.74,95.36,66.61,23.25,0.074,59.89,60,19.55,0,0,0,67.31,63.7,3.61,Improving,1223452.86,0.85,Medium,False,Approved,46
267,VND-000298,Foster Ltd,APAC,Packaging,2024-12-01,6,73.13,76.73,37.89,51.08,93.79,66.59,70.14,0.2,18.57,20,59.13,1,0,0,64.92,69.91,-4.99,Deteriorating,476370.96,0.32,High,False,Approved,35
268,VND-000549,Kelly and Sons,Americas,Raw Materials,2024-12-01,6,78.53,80.12,22.01,53.87,96.59,66.55,79.74,0.457,51.6,58,73.76,0,0,0,66.04,66.9,-0.86,Stable,3520043.7,0.99,High,False,Approved,58
269,VND-000718,Hayes-Mcguire,APAC,Electronics,2024-12-01,6,75.89,77.14,26.97,57.19,95.59,66.51,79.17,0.505,36.57,35,90.86,0,1,0,65.65,68.83,-3.18,Deteriorating,1404080.15,0.9,Critical,True,Replace,42
270,VND-000975,James Ltd,APAC,Services,2024-12-01,6,77.62,78.09,22.14,59.95,94.39,66.48,81.46,0.117,22.35,21,93.91,0,0,0,67.52,65.45,2.06,Improving,422466.37,0.22,High,False,Approved,48
271,VND-000371,"Hughes, Harris and Payne",EMEA,Raw Materials,2024-12-01,6,80.1,80.35,32.71,38.29,93.96,66.48,76.46,0.095,27.77,26,86.99,0,0,0,67.4,65.45,1.96,Stable,1507139.18,0.92,High,False,Approved,59
272,VND-000084,Young-Bell,MEA,Packaging,2024-12-01,6,73.68,81.08,26.39,59.53,93.0,66.48,81.05,0.212,16.78,17,78.83,0,0,0,67.18,65.01,2.16,Improving,292718.63,0.09,High,False,Approved,36
273,VND-000903,"Hurley, Alvarez and Gilbert",APAC,Industrial Parts,2024-12-01,6,74.05,76.56,27.64,61.48,94.62,66.47,73.51,0.04,48.39,44,72.61,1,0,0,66.05,67.71,-1.66,Stable,1437793.88,0.9,High,False,Approved,47
274,VND-000984,"Williams, Lopez and Harris",MEA,Raw Materials,2024-12-01,6,82.3,84.47,18.87,45.21,95.44,66.46,89.97,0.09,15.92,18,69.55,0,0,0,67.23,65.27,1.97,Stable,196024.77,0.01,High,False,Approved,60
275,VND-000063,Tran Inc,Americas,Logistics,2024-12-01,6,76.0,84.33,22.94,53.78,94.0,66.42,63.49,0.292,50.0,57,20.51,1,0,0,65.96,66.94,-0.99,Stable,1130580.49,0.82,Medium,False,Approved,42
276,VND-001050,"Ryan, Baker and Garza",MEA,Raw Materials,2024-12-01,6,74.75,76.38,26.46,60.9,95.22,66.41,77.23,0.291,43.56,49,65.88,0,0,0,66.76,65.64,1.11,Stable,1081675.31,0.8,High,False,Approved,61
277,VND-000473,Orozco Inc,Americas,Services,2024-12-01,6,82.65,77.25,27.33,48.27,89.66,66.4,74.13,0.06,56.05,48,63.26,0,0,0,67.46,63.21,4.25,Improving,668658.04,0.58,High,False,Approved,49
278,VND-000594,"Roach, Pearson and Stevenson",APAC,Raw Materials,2024-12-01,6,80.67,74.42,25.19,53.63,94.89,66.4,71.36,0.334,31.2,30,51.04,2,0,0,67.62,64.32,3.3,Improving,710308.89,0.63,High,False,Approved,62
279,VND-000163,Stevens Ltd,Americas,Electronics,2024-12-01,6,87.93,89.07,15.09,37.65,90.25,66.4,87.11,0.054,62.87,53,65.04,0,0,0,67.34,64.5,2.84,Improving,698033.67,0.61,High,False,Approved,43
280,VND-001091,"Lewis, Phillips and Vasquez",EMEA,Industrial Parts,2024-12-01,6,73.52,76.44,45.13,37.69,95.75,66.39,12.4,0.05,19.6,23,99.41,2,0,0,67.78,60.81,6.96,Improving,1033729.93,0.79,Medium,False,Approved,48
281,VND-000004,Fields Inc,EMEA,Services,2024-12-01,6,81.27,66.82,24.78,61.78,95.79,66.33,76.03,0.052,24.56,26,70.81,0,0,0,65.59,67.15,-1.56,Stable,795924.24,0.68,High,False,Approved,50
282,VND-001088,Williams PLC,Americas,Services,2024-12-01,6,67.14,78.75,49.15,41.33,95.72,66.28,17.4,0.021,51.56,53,64.32,1,0,0,64.49,68.1,-3.6,Deteriorating,690424.87,0.6,Medium,False,Approved,51
283,VND-000914,Nielsen Ltd,EMEA,Services,2024-12-01,6,75.85,80.15,19.85,61.24,95.59,66.28,81.42,0.025,25.14,28,74.18,0,0,0,66.16,66.17,-0.01,Stable,570315.02,0.47,High,False,Approved,52
284,VND-000012,"Figueroa, Hall and Reed",MEA,Logistics,2024-12-01,6,71.16,77.31,36.61,53.21,94.32,66.26,61.12,0.248,59.89,51,37.24,0,0,0,66.4,67.0,-0.6,Stable,2903313.2,0.99,Medium,False,Approved,43
285,VND-001078,"Hernandez, Roach and Bruce",Americas,Packaging,2024-12-01,6,74.56,76.66,27.24,61.2,92.4,66.19,77.18,0.097,34.04,32,82.78,0,0,0,66.9,65.18,1.72,Stable,1245650.64,0.86,High,False,Approved,37
286,VND-000577,"Horne, Robinson and Smith",APAC,Logistics,2024-12-01,6,77.1,75.12,27.07,56.65,94.0,66.16,69.37,0.234,60.48,54,60.26,0,0,0,66.69,66.55,0.14,Stable,879503.67,0.73,Medium,False,Approved,44
287,VND-000080,"Abbott, Crawford and Wood",EMEA,Electronics,2024-12-01,6,76.11,78.7,24.36,56.86,94.19,66.1,64.54,0.042,22.4,26,37.23,0,0,0,66.65,64.84,1.81,Stable,281167.25,0.08,Medium,False,Approved,44
288,VND-000336,Clark Group,Americas,Electronics,2024-12-01,6,71.21,76.45,29.84,62.98,93.55,66.1,64.3,0.08,30.3,34,34.56,0,0,0,65.49,66.91,-1.42,Stable,412474.64,0.21,Medium,False,Approved,45
289,VND-000319,"Frey, Diaz and Cohen",MEA,Electronics,2024-12-01,6,72.92,76.96,41.29,43.61,93.45,66.08,15.21,0.089,69.95,59,63.65,0,0,0,67.28,62.2,5.08,Improving,386088.41,0.18,Medium,False,Approved,46
290,VND-000561,Griffin-Dyer,Americas,Industrial Parts,2024-12-01,6,72.56,81.35,43.78,31.26,97.23,66.07,73.09,0.055,9.84,14,63.47,0,0,0,66.33,66.46,-0.13,Stable,665520.01,0.57,High,False,Approved,49
291,VND-000478,Ward-Smith,MEA,Logistics,2024-12-01,6,72.26,76.91,34.91,51.34,94.65,65.94,64.74,0.052,39.71,38,67.46,1,0,0,65.76,67.26,-1.5,Stable,842501.92,0.7,Medium,False,Approved,45
292,VND-000379,Johnson-Waters,MEA,Logistics,2024-12-01,6,80.66,74.22,26.21,49.43,94.88,65.93,81.08,0.278,41.04,42,76.12,0,0,0,66.47,64.56,1.91,Stable,512053.25,0.37,High,False,Approved,46
293,VND-000803,Sheppard Ltd,APAC,Raw Materials,2024-12-01,6,73.81,74.91,25.79,60.08,97.51,65.92,73.28,0.32,11.58,11,47.68,0,0,0,65.25,67.42,-2.17,Deteriorating,791529.93,0.67,High,False,Approved,63
294,VND-000809,Coleman-Wood,APAC,Packaging,2024-12-01,6,69.98,72.53,35.79,62.69,92.1,65.88,66.61,0.359,59.71,57,57.74,0,0,0,66.87,65.44,1.43,Stable,453744.5,0.26,Medium,False,Approved,38
295,VND-000522,"Watkins, Torres and Scott",MEA,Services,2024-12-01,6,74.89,76.95,29.45,53.46,93.92,65.86,69.26,0.173,30.6,31,44.09,0,0,0,66.41,64.39,2.02,Improving,179239.37,0.0,Medium,False,Approved,53
296,VND-000897,"Porter, Houston and Morgan",APAC,Packaging,2024-12-01,6,74.76,76.03,23.96,63.77,92.33,65.84,75.78,0.549,58.19,57,67.69,0,0,0,66.7,64.23,2.47,Improving,500329.25,0.36,High,False,Approved,39
297,VND-000172,Goodwin Ltd,EMEA,Logistics,2024-12-01,6,77.74,80.78,34.24,36.55,93.19,65.79,89.83,0.185,11.06,11,99.72,0,0,0,67.35,62.6,4.75,Improving,1648405.66,0.94,High,False,Approved,47
298,VND-000636,"Perry, Duncan and Cobb",EMEA,Industrial Parts,2024-12-01,6,74.13,79.4,33.67,43.03,96.46,65.77,63.42,0.06,21.97,22,72.37,0,0,0,64.71,67.91,-3.21,Deteriorating,728193.83,0.63,Medium,False,Approved,50
299,VND-000964,Ward Group,EMEA,Logistics,2024-12-01,6,72.6,74.35,25.35,64.44,95.86,65.77,75.57,0.358,23.52,26,77.53,0,0,0,66.99,64.13,2.86,Improving,557259.34,0.44,High,False,Approved,48
300,VND-000621,"Newman, Bird and Potts",EMEA,Electronics,2024-12-01,6,76.08,80.13,39.48,31.4,95.37,65.76,75.6,0.076,31.25,31,53.33,0,0,0,67.71,63.39,4.32,Improving,1590988.89,0.93,High,False,Approved,47
301,VND-000673,Ferguson-Owens,MEA,Packaging,2024-12-01,6,75.76,76.71,44.6,34.28,90.58,65.72,79.37,0.045,36.86,34,71.99,0,0,0,65.31,66.58,-1.28,Stable,590034.53,0.49,High,False,Approved,40
302,VND-000802,Perkins Group,EMEA,Industrial Parts,2024-12-01,6,75.79,75.46,34.0,51.74,88.55,65.67,64.36,0.358,43.15,37,54.495,0,0,0,65.63,65.64,-0.01,Stable,350913.77,0.15,Medium,False,Approved,51
303,VND-000508,Dunn LLC,Americas,Electronics,2024-12-01,6,75.54,74.67,36.76,45.89,92.16,65.66,67.54,0.315,17.36,15,44.74,0,0,0,66.87,62.72,4.15,Improving,534034.46,0.4,Medium,False,Approved,48
304,VND-000077,Lawrence Inc,MEA,Logistics,2024-12-01,6,71.47,74.82,30.84,59.26,94.27,65.6,71.54,0.171,27.02,25,75.77,0,0,0,64.79,67.61,-2.82,Deteriorating,630926.5,0.53,High,False,Approved,49
305,VND-000688,Michael-Phillips,Americas,Services,2024-12-01,6,78.05,76.45,25.21,51.53,94.06,65.59,75.34,0.17,40.78,38,87.17,0,0,0,65.69,66.06,-0.37,Stable,569726.95,0.46,High,False,Approved,54
306,VND-000889,Meyer-Martin,Americas,Industrial Parts,2024-12-01,6,74.61,77.4,28.28,50.71,96.34,65.58,69.44,0.432,36.9,45,71.77,1,0,0,65.34,66.26,-0.92,Stable,484420.13,0.33,Medium,False,Approved,52
307,VND-000981,Barron-Wilson,EMEA,Raw Materials,2024-12-01,6,72.6,75.33,30.4,55.71,95.23,65.57,69.74,0.098,31.44,34,38.76,0,0,0,65.61,63.99,1.62,Stable,540277.68,0.41,Medium,False,Approved,64
308,VND-001097,Turner and Sons,MEA,Raw Materials,2024-12-01,6,79.67,73.07,22.91,58.71,90.95,65.55,77.03,0.083,54.25,43,78.65,0,0,0,65.21,66.59,-1.39,Stable,261841.2,0.05,High,False,Approved,65
309,VND-000511,Curtis-Washington,MEA,Electronics,2024-12-01,6,78.03,77.58,23.58,47.58,98.37,65.53,72.79,0.496,17.66,21,55.24,0,0,0,66.2,63.69,2.52,Improving,412201.18,0.2,High,False,Approved,49
310,VND-000509,"Patterson, Zamora and Buchanan",APAC,Electronics,2024-12-01,6,76.9,75.87,36.72,39.36,93.49,65.52,71.89,0.06,66.3,60,62.78,1,0,0,67.03,62.36,4.67,Improving,424554.24,0.22,High,False,Approved,50
311,VND-000140,Rodriguez LLC,Americas,Packaging,2024-12-01,6,73.98,78.17,31.12,53.21,89.86,65.51,72.25,0.211,17.46,13,70.49,0,0,0,64.35,69.08,-4.73,Deteriorating,532410.4,0.4,High,False,Approved,41
312,VND-000622,Erickson PLC,Americas,Services,2024-12-01,6,78.72,78.49,27.92,43.06,94.31,65.5,88.21,0.513,47.15,59,99.6,0,0,0,63.79,68.01,-4.22,Deteriorating,268093.72,0.06,High,False,Approved,55
313,VND-000531,Willis Ltd,Americas,Electronics,2024-12-01,6,75.87,72.13,40.39,38.51,96.39,65.5,64.63,0.057,38.28,34,29.81,2,0,0,63.81,68.01,-4.21,Deteriorating,1513440.28,0.92,Medium,False,Approved,51
314,VND-000749,Ross PLC,APAC,Raw Materials,2024-12-01,6,77.79,77.48,21.78,61.38,87.34,65.5,79.19,0.143,41.26,32,96.75,1,0,0,65.2,66.11,-0.91,Stable,698376.87,0.61,High,False,Approved,66
315,VND-000906,"Cooper, Lawrence and Bowen",APAC,Industrial Parts,2024-12-01,6,78.21,76.37,23.69,49.11,97.65,65.49,76.46,0.189,9.52,11,46.49,0,0,0,64.33,68.2,-3.87,Deteriorating,652538.62,0.56,High,False,Approved,53
316,VND-000967,"Mendoza, Butler and Smith",MEA,Industrial Parts,2024-12-01,6,82.92,75.68,23.55,46.72,91.71,65.49,73.26,0.153,46.95,42,60.28,0,0,0,64.86,67.62,-2.76,Deteriorating,334266.2,0.13,High,False,Approved,54
317,VND-000209,"Jones, Johnson and Rosales",Americas,Services,2024-12-01,6,69.06,72.87,37.78,55.37,95.56,65.49,67.67,0.184,48.0,41,39.19,0,0,0,65.47,66.07,-0.6,Stable,320260.23,0.11,Medium,False,Approved,56
318,VND-000305,Giles-Huffman,EMEA,Electronics,2024-12-01,6,76.79,72.67,25.68,60.43,91.39,65.48,77.39,0.739,47.45,43,73.06,0,0,0,65.78,64.87,0.91,Stable,1019950.73,0.78,High,False,Approved,52
319,VND-000045,Farmer-Wilson,APAC,Raw Materials,2024-12-01,6,75.95,78.05,26.27,50.98,94.08,65.41,69.94,0.17,20.6,22,61.33,1,0,0,64.11,66.83,-2.72,Deteriorating,697180.54,0.61,Medium,False,Approved,67
320,VND-000402,Turner-Pena,EMEA,Industrial Parts,2024-12-01,6,80.23,77.01,26.29,44.74,93.05,65.4,74.72,0.415,52.63,53,75.52,1,0,0,63.99,67.51,-3.52,Deteriorating,445188.13,0.25,High,False,Approved,55
321,VND-000452,Grimes Group,MEA,Logistics,2024-12-01,6,75.08,77.1,31.39,48.87,92.21,65.38,68.85,0.076,43.4,34,42.29,1,0,0,65.95,65.67,0.28,Stable,222694.24,0.03,Medium,False,Approved,50
322,VND-000661,Mills Inc,EMEA,Electronics,2024-12-01,6,74.41,78.16,28.07,47.6,97.71,65.37,67.88,0.002,34.51,39,47.08,0,0,0,65.27,65.67,-0.4,Stable,636309.41,0.54,Medium,False,Approved,53
323,VND-000437,"Hess, Moreno and Doyle",APAC,Electronics,2024-12-01,6,75.84,78.84,27.64,55.52,86.51,65.35,72.51,0.153,28.21,22,64.965,0,0,0,66.88,63.39,3.48,Improving,604695.98,0.5,High,False,Approved,54
324,VND-000846,Allen LLC,MEA,Industrial Parts,2024-12-01,6,77.25,75.06,30.7,44.51,95.3,65.3,74.94,0.056,54.72,48,64.44,0,0,0,64.09,69.71,-5.61,Deteriorating,369483.31,0.16,High,False,Approved,56
325,VND-000494,Flores PLC,EMEA,Packaging,2024-12-01,6,74.5,74.37,30.38,51.39,95.05,65.27,68.29,0.031,27.61,36,63.31,0,0,0,64.48,67.56,-3.08,Deteriorating,498245.9,0.35,Medium,False,Approved,42
326,VND-000347,Wagner-Page,EMEA,Industrial Parts,2024-12-01,6,74.21,76.52,26.23,57.85,91.82,65.27,76.18,0.125,62.65,60,83.07,0,0,0,65.87,64.95,0.93,Stable,852806.45,0.71,High,False,Approved,57
327,VND-000837,Johnson LLC,APAC,Raw Materials,2024-12-01,6,80.1,75.39,20.39,53.76,93.44,65.26,85.36,0.206,7.11,8,100.0,0,0,0,64.88,64.45,0.43,Stable,885912.67,0.73,High,False,Approved,68
328,VND-000396,Anderson Group,Americas,Services,2024-12-01,6,83.05,78.35,24.1,37.68,94.65,65.25,73.02,0.017,39.01,38,41.99,1,0,0,66.41,62.98,3.43,Improving,390695.45,0.19,High,False,Approved,57
329,VND-000962,Carter Inc,MEA,Industrial Parts,2024-12-01,6,73.03,75.92,26.29,56.12,96.39,65.23,74.24,0.157,52.11,50,50.75,0,1,0,64.96,65.07,-0.11,Stable,470598.09,0.3,Critical,False,Conditional,58
330,VND-000260,Macias-Neal,APAC,Raw Materials,2024-12-01,6,77.32,74.75,23.59,52.31,96.78,65.23,82.92,0.177,42.74,41,88.02,0,0,0,65.21,64.24,0.97,Stable,562379.39,0.45,High,False,Approved,69
331,VND-000737,Meyer Inc,MEA,Logistics,2024-12-01,6,78.51,74.5,26.63,47.19,95.5,65.18,75.07,0.021,39.08,40,68.6,1,0,0,66.7,61.99,4.7,Improving,542453.96,0.42,High,False,Approved,51
332,VND-001125,"Brown, Torres and Haynes",MEA,Packaging,2024-12-01,6,74.72,76.73,26.48,52.17,95.19,65.16,76.04,0.266,18.64,17,82.35,0,0,0,64.37,67.21,-2.84,Deteriorating,879028.98,0.73,High,False,Approved,43
333,VND-000510,Jones-Davis,MEA,Industrial Parts,2024-12-01,6,69.72,73.57,25.65,64.09,98.24,65.11,66.34,0.661,52.8,60,45.38,0,0,0,64.71,66.45,-1.74,Stable,308954.06,0.11,Medium,False,Approved,59
334,VND-000812,Caldwell-Green,MEA,Raw Materials,2024-12-01,6,71.48,75.67,34.87,53.06,90.55,65.09,66.75,0.116,10.09,9,58.7,0,0,0,66.41,64.28,2.13,Improving,311082.09,0.11,Medium,False,Approved,70
335,VND-000323,Vasquez-Rice,MEA,Logistics,2024-12-01,6,72.27,77.29,41.36,38.27,92.87,65.08,63.09,0.19,29.86,41,67.38,1,0,0,67.69,60.1,7.58,Improving,755561.76,0.65,Medium,False,Approved,52
