finance_record_id,record_date,fiscal_week,fiscal_quarter,fiscal_year,order_id,vendor_id,shipment_id,transaction_type,revenue_usd,procurement_cost_usd,logistics_cost_usd,operational_cost_usd,sla_penalty_usd,gross_profit_usd,ebitda_usd,accounts_receivable_usd,accounts_payable_usd,inventory_value_usd,working_capital_usd,working_capital_ratio,cash_flow_usd,cash_position_usd,days_sales_outstanding,days_payable_outstanding,cash_conversion_cycle,financial_risk_score,risk_flag,cash_flow_sign_issue_flag,procurement_gt_revenue_flag
FIN-0000013975,2022-12-03,48,Q4,2022,ORD-00018523,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862117.25,98525.38,259160.01,1022751.88,11.3806,-293136.5,-7933869023.6,25.65,66.36,-5.51,30.3,0,False,False
FIN-0000014473,2022-12-03,48,Q4,2022,,VND-000383,,Procurement,0.0,24730.88,0.0,0.0,0.0,-24730.88,0.0,43436.3,42136.21,49623.62,50923.71,2.2085,-1217336.55,-7935086360.15,65.99,75.19,47.65,20.8,0,False,False
FIN-0000015665,2022-12-03,48,Q4,2022,ORD-00077164,,,Revenue,11832.62,0.0,0.0,0.0,0.0,11832.62,11832.62,366591.44,22463.05,897005.5,1241133.89,56.2522,328974.37,-7934757385.78,71.63,73.11,48.13,20.94,0,False,False
FIN-0000015824,2022-12-03,48,Q4,2022,,,,SLA Penalty,0.0,0.0,0.0,0.0,160.18,0.0,0.0,34952.55,99308.28,67920.5,3564.77,1.0359,-302167.86,-7935059553.64,40.86,59.53,40.6,56.32,0,True,False
FIN-0000015841,2022-12-03,48,Q4,2022,ORD-00038547,,,Operational Expense,0.0,0.0,0.0,351.62,0.0,0.0,-351.62,55205.63,20115.08,70936.71,106027.26,6.271,-1213521.43,-7936273075.07,71.77,79.37,49.44,21.33,0,True,False
FIN-0000019209,2022-12-03,48,Q4,2022,,,,Revenue,3792.61,0.0,0.0,0.0,0.0,3792.61,3792.61,106833.78,69960.94,104439.09,141311.93,3.0199,424920.84,-7935848154.23,58.28,65.65,28.89,20.52,0,False,False
FIN-0000028115,2022-12-03,48,Q4,2022,,VND-000771,,Procurement,0.0,6585.68,0.0,0.0,0.0,-6585.68,0.0,55179.14,78698.52,37174.0,13654.62,1.1735,-158315.91,-7936006470.14,57.39,86.51,20.84,20.78,0,True,False
FIN-0000029035,2022-12-03,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79271.58,10020.33,47898.44,117149.69,12.6912,-578235.37,-7936584705.51,59.46,76.61,24.2,20.16,0,True,False
FIN-0000029284,2022-12-03,48,Q4,2022,ORD-00008138,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15671.58,135721.67,93498.17,-26551.92,0.8044,-155843.24,-7936740548.75,51.53,61.56,38.85,26.45,1,False,False
FIN-0000030089,2022-12-03,48,Q4,2022,ORD-00036110,,,Revenue,194690.01,0.0,0.0,0.0,0.0,194690.01,194690.01,94654.63,23433.4,43359.45,114580.68,5.8896,1861637.17,-7934878911.58,56.42,75.67,29.35,21.07,0,True,False
FIN-0000030328,2022-12-03,48,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,4813.21,0.0,0.0,-4813.21,13302.95,59073.73,29990.99,-15779.79,0.7329,-338446.15,-7935217357.73,62.26,63.06,42.13,25.34,1,True,False
FIN-0000031002,2022-12-03,48,Q4,2022,ORD-00073837,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2593.69,57489.87,24924.86,-29971.32,0.4787,-1502907.51,-7936720265.24,58.33,48.9,56.19,34.28,1,False,False
FIN-0000031137,2022-12-03,48,Q4,2022,ORD-00083303,,,Revenue,5954.31,0.0,0.0,0.0,0.0,5954.31,5954.31,47940.13,81708.6,92498.49,58730.02,1.7188,434182.57,-7936286082.67,83.45,66.13,55.39,23.12,0,True,False
FIN-0000032370,2022-12-03,48,Q4,2022,ORD-00043911,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55207.22,23935.92,47388.92,78660.22,4.2863,-862485.04,-7937148567.71,51.26,73.49,43.59,22.62,0,True,False
FIN-0000032814,2022-12-03,48,Q4,2022,ORD-00027967,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193175.26,67953.59,129241.08,254462.75,4.7447,-130457.93,-7937279025.64,49.88,55.6,46.26,23.41,0,True,False
FIN-0000033934,2022-12-03,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30675.82,38807.19,354487.7,346356.33,9.9251,-729410.38,-7938008436.02,48.16,38.46,57.24,27.22,0,True,False
FIN-0000035034,2022-12-03,48,Q4,2022,ORD-00053046,,,Revenue,23107.44,0.0,0.0,0.0,0.0,23107.44,23107.44,264876.61,11875.2,30872.53,283873.94,24.9048,99434.7,-7937909001.32,58.72,87.1,7.73,20.38,0,True,False
FIN-0000035173,2022-12-03,48,Q4,2022,,,SHP-00065855,Logistics Cost,0.0,0.0,487.32,0.0,0.0,0.0,-487.32,16741.3,17280.84,148048.01,147508.47,9.536,-1360968.71,-7939269970.03,73.74,76.56,42.53,20.0,0,False,False
FIN-0000035550,2022-12-03,48,Q4,2022,ORD-00035196,,SHP-00010438,Logistics Cost,0.0,0.0,10272.1,0.0,0.0,0.0,-10272.1,35454.78,123441.12,199286.55,111300.21,1.9016,-32742.23,-7939302712.26,59.09,73.44,42.01,20.27,0,False,False
FIN-0000037339,2022-12-03,48,Q4,2022,,,SHP-00083674,Logistics Cost,0.0,0.0,237.83,0.0,0.0,0.0,-237.83,113322.62,24564.09,79991.29,168749.82,7.8698,-971076.63,-7940273788.89,53.56,77.61,28.03,21.93,0,True,False
FIN-0000037653,2022-12-03,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.57,468909.51,261323.03,-200649.91,0.5721,-524365.53,-7940798154.42,64.73,55.56,50.35,64.31,1,False,False
FIN-0000041944,2022-12-03,48,Q4,2022,ORD-00065395,,SHP-00027739,Logistics Cost,0.0,0.0,2518.14,0.0,0.0,0.0,-2518.14,31398.63,7903.04,53390.03,76885.62,10.7286,-925518.73,-7941723673.15,45.06,52.23,46.35,24.89,0,True,False
FIN-0000047664,2022-12-03,48,Q4,2022,,VND-000849,,Procurement,0.0,7946.69,0.0,0.0,0.0,-7946.69,0.0,40748.35,21884.65,24246.28,43109.98,2.9699,-45262.15,-7941768935.3,48.44,50.67,37.15,23.47,0,True,False
FIN-0000050985,2022-12-03,48,Q4,2022,ORD-00089941,VND-000884,,Procurement,0.0,14815.84,0.0,0.0,0.0,-14815.84,0.0,115171.5,55872.25,59235.17,118534.42,3.1215,-668180.57,-7942437115.87,54.23,76.25,43.55,21.73,0,True,False
FIN-0000051545,2022-12-03,48,Q4,2022,ORD-00056394,,,Operational Expense,0.0,0.0,0.0,8776.74,0.0,0.0,-8776.74,54810.92,130210.97,264637.28,189237.23,2.4533,-341555.94,-7942778671.81,69.58,87.67,28.0,20.0,0,True,False
FIN-0000051825,2022-12-03,48,Q4,2022,,,SHP-00012785,Logistics Cost,0.0,0.0,416.99,0.0,0.0,0.0,-416.99,11313.97,52504.23,78405.27,37215.01,1.7088,-1129542.44,-7943908214.25,55.3,100.76,-15.46,21.41,0,False,False
FIN-0000052525,2022-12-03,48,Q4,2022,ORD-00039589,,,SLA Penalty,0.0,0.0,0.0,0.0,1533.76,0.0,0.0,292881.42,12781.34,140645.05,420745.13,33.9187,-344472.84,-7944252687.09,44.42,56.77,46.56,25.14,0,False,False
FIN-0000055697,2022-12-03,48,Q4,2022,,VND-000586,,Procurement,0.0,45442.14,0.0,0.0,0.0,-45442.14,0.0,209323.69,19198.81,87488.16,277613.04,15.4599,-194315.73,-7944447002.82,51.02,81.94,15.53,22.69,0,True,False
FIN-0000060723,2022-12-03,48,Q4,2022,,,,Revenue,22521.72,0.0,0.0,0.0,0.0,22521.72,22521.72,130575.17,57848.47,203876.97,276603.67,5.7815,755746.58,-7943691256.24,54.31,58.43,57.77,25.54,0,True,False
FIN-0000061135,2022-12-03,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28232.31,53830.8,64482.99,38884.5,1.7223,-68685.54,-7943759941.78,50.25,75.04,1.78,22.92,0,False,False
FIN-0000061857,2022-12-03,48,Q4,2022,ORD-00011636,,,Operational Expense,0.0,0.0,0.0,8028.38,0.0,0.0,-8028.38,248765.96,26693.87,390894.13,612966.22,23.9628,-249780.09,-7944009721.87,53.85,52.48,40.15,21.84,0,True,False
FIN-0000062380,2022-12-03,48,Q4,2022,ORD-00030296,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-32354.41,160295.14,25419.25,60410.05,195285.94,8.6826,-1236772.13,-7945246494.0,66.92,64.38,33.93,20.0,0,True,False
FIN-0000063501,2022-12-03,48,Q4,2022,,VND-000745,,Procurement,0.0,48233.58,0.0,0.0,0.0,-48233.58,0.0,16483.83,9888.06,102792.91,109388.68,12.0627,-408379.13,-7945654873.13,60.69,69.82,19.75,20.0,0,False,False
FIN-0000063823,2022-12-03,48,Q4,2022,ORD-00037590,,,SLA Penalty,0.0,0.0,0.0,0.0,8299.49,0.0,0.0,125552.86,109755.29,150186.78,165984.35,2.5123,-76504.16,-7945731377.29,72.1,61.24,80.87,30.76,0,True,False
FIN-0000065431,2022-12-03,48,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,1510.16,0.0,0.0,-1510.16,54842.96,3366.19,47030.08,98506.85,30.2636,-283645.36,-7946015022.65,78.92,48.28,81.77,31.03,0,True,False
FIN-0000002794,2022-12-04,48,Q4,2022,ORD-00045312,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57269.69,7586.58,28246.62,77929.73,11.2721,-312436.2,-7946327458.85,57.85,82.96,28.2,20.64,0,False,False
FIN-0000004353,2022-12-04,48,Q4,2022,ORD-00004579,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-31716.05,49254.6,84453.33,98195.65,62996.92,1.7459,-224853.34,-7946552312.19,86.03,64.18,69.3,69.6,0,True,False
FIN-0000006236,2022-12-04,48,Q4,2022,ORD-00081060,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34404.33,15364.32,400542.28,419582.29,28.3089,-1391955.42,-7947944267.61,55.1,38.59,52.74,23.79,0,True,False
FIN-0000008449,2022-12-04,48,Q4,2022,ORD-00057978,,SHP-00066714,Logistics Cost,0.0,0.0,1720.62,0.0,0.0,0.0,-1720.62,358193.8,139095.32,150802.24,369900.72,3.6593,-888589.97,-7948832857.58,57.8,111.24,-4.29,20.66,0,True,False
FIN-0000011438,2022-12-04,48,Q4,2022,ORD-00068843,,,Operational Expense,0.0,0.0,0.0,382.51,0.0,0.0,-382.51,128790.6,29162.06,105702.24,205330.78,8.041,-544054.72,-7949376912.3,60.67,50.87,47.58,20.77,0,True,False
FIN-0000012340,2022-12-04,48,Q4,2022,,,,Revenue,21711.07,0.0,0.0,0.0,0.0,21711.07,21711.07,81499.91,404544.65,339429.71,16384.97,1.0405,728970.56,-7948647941.74,71.13,70.52,45.73,20.22,0,True,False
FIN-0000013663,2022-12-04,48,Q4,2022,ORD-00026275,,SHP-00061989,Logistics Cost,0.0,0.0,520.02,0.0,0.0,0.0,-520.02,78095.39,273984.0,122025.31,-73863.3,0.7304,-962115.77,-7949610057.51,41.59,51.63,31.08,30.92,1,False,False
FIN-0000017984,2022-12-04,48,Q4,2022,ORD-00033918,VND-001200,,Procurement,0.0,2726.27,0.0,0.0,0.0,-2726.27,0.0,20272.74,49679.33,70923.38,41516.79,1.8357,-348377.98,-7949958435.49,60.51,78.04,23.89,20.0,0,False,False
FIN-0000019239,2022-12-04,48,Q4,2022,,VND-001036,,Procurement,0.0,137133.26,0.0,0.0,0.0,-137133.26,0.0,300470.04,59777.92,171943.97,412636.09,7.9028,-706675.6,-7950665111.09,62.0,50.57,46.47,20.44,0,True,False
FIN-0000022039,2022-12-04,48,Q4,2022,,,,Revenue,12558.03,0.0,0.0,0.0,0.0,12558.03,12558.03,39923.12,12881.21,186541.32,213583.23,17.581,1657009.64,-7949008101.45,62.41,73.14,26.18,20.0,0,True,False
FIN-0000022673,2022-12-04,48,Q4,2022,ORD-00046159,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9120.63,129774.56,27772.23,-92881.7,0.2843,-412695.58,-7949420797.03,63.82,81.42,35.74,34.31,1,True,False
FIN-0000024308,2022-12-04,48,Q4,2022,ORD-00035409,,,Revenue,24013.04,0.0,0.0,0.0,0.0,24013.04,24013.04,62030.09,19695.41,65117.52,107452.2,6.4557,1267409.91,-7948153387.12,66.63,49.17,68.14,26.94,0,True,False
FIN-0000026431,2022-12-04,48,Q4,2022,,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-9743.6,17263.17,54333.94,110454.48,73383.71,2.3506,-764781.0,-7948918168.12,53.47,71.28,7.74,21.96,0,False,False
FIN-0000028181,2022-12-04,48,Q4,2022,ORD-00013776,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105167.06,140810.62,52355.11,16711.55,1.1187,-418939.59,-7949337107.71,62.93,57.18,46.76,20.53,0,False,False
FIN-0000029070,2022-12-04,48,Q4,2022,,,,Revenue,66033.59,0.0,0.0,0.0,0.0,66033.59,66033.59,71631.88,11965.06,121115.36,180782.18,16.1092,670579.46,-7948666528.25,74.04,59.79,63.67,25.6,0,False,False
FIN-0000032811,2022-12-04,48,Q4,2022,ORD-00081742,VND-001017,,Procurement,0.0,2580.03,0.0,0.0,0.0,-2580.03,0.0,94472.08,119118.42,133330.83,108684.49,1.9124,-987990.36,-7949654518.61,64.27,95.75,6.45,20.0,0,True,False
FIN-0000033305,2022-12-04,48,Q4,2022,ORD-00081664,VND-000323,,Procurement,0.0,138096.78,0.0,0.0,0.0,-138096.78,0.0,19948.41,34353.6,198475.87,184070.68,6.3581,-231856.73,-7949886375.34,44.08,59.47,34.16,24.78,0,False,False
FIN-0000037330,2022-12-04,48,Q4,2022,,,,Revenue,573079.59,0.0,0.0,0.0,0.0,573079.59,573079.59,20745.8,43101.82,664878.79,642522.77,15.9071,725543.72,-7949160831.62,44.76,62.79,30.75,24.57,0,False,False
FIN-0000039268,2022-12-04,48,Q4,2022,,VND-001106,,Procurement,0.0,24892.53,0.0,0.0,0.0,-24892.53,0.0,55492.85,114754.78,255275.68,196013.75,2.7081,-1132016.12,-7950292847.74,67.41,49.04,61.44,24.93,0,True,False
FIN-0000040288,2022-12-04,48,Q4,2022,ORD-00050743,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30863.11,128663.73,138170.04,40369.42,1.3138,-174676.38,-7950467524.12,59.37,60.8,50.87,21.95,0,False,False
FIN-0000040542,2022-12-04,48,Q4,2022,ORD-00063229,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-104221.6,121022.59,28556.39,83009.85,175476.05,7.1449,-240545.37,-7950708069.49,51.54,60.86,41.18,22.54,0,False,False
FIN-0000040679,2022-12-04,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22820.57,195295.62,60980.88,-111494.17,0.4291,-128805.75,-7950836875.24,85.49,78.84,50.87,33.18,1,True,False
FIN-0000040822,2022-12-04,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81573.93,100725.01,32621.35,13470.27,1.1337,-842467.26,-7951679342.5,64.52,66.27,38.92,20.0,0,False,False
FIN-0000041919,2022-12-04,48,Q4,2022,ORD-00037765,,SHP-00032038,Logistics Cost,0.0,0.0,688.38,0.0,0.0,0.0,-688.38,3611.03,7561.94,84809.86,80858.95,11.6929,-2098111.61,-7953777454.11,55.87,54.9,40.31,21.24,0,True,False
FIN-0000042635,2022-12-04,48,Q4,2022,ORD-00012653,,,Revenue,107546.15,0.0,0.0,0.0,0.0,107546.15,107546.15,251747.68,60973.33,239693.86,430468.21,8.0599,113747.04,-7953663707.07,50.07,86.36,26.82,22.98,0,True,False
FIN-0000045931,2022-12-04,48,Q4,2022,ORD-00016259,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231257.07,57598.01,151876.32,325535.38,6.6519,-1012009.69,-7954675716.76,74.02,53.66,64.71,25.91,0,True,False
FIN-0000046487,2022-12-04,48,Q4,2022,,,,Revenue,32468.23,0.0,0.0,0.0,0.0,32468.23,32468.23,13741.25,17046.88,19587.44,16281.81,1.9551,323770.09,-7954351946.67,36.91,59.78,23.28,26.93,0,False,False
FIN-0000047926,2022-12-04,48,Q4,2022,,VND-001141,,Procurement,0.0,2351.3,0.0,0.0,0.0,-2351.3,0.0,5877.71,104679.79,294633.25,195831.17,2.8708,-110961.65,-7954462908.32,49.31,60.07,27.75,23.21,0,False,False
FIN-0000049003,2022-12-04,48,Q4,2022,ORD-00004601,,,Revenue,23104.39,0.0,0.0,0.0,0.0,23104.39,23104.39,45732.63,127691.87,112123.87,30164.63,1.2362,144725.62,-7954318182.7,81.9,56.27,89.34,69.45,0,False,False
FIN-0000053253,2022-12-04,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32523.87,50684.54,163189.82,145029.15,3.8614,-38235.61,-7954356418.31,61.65,73.75,35.68,20.0,0,False,False
FIN-0000055106,2022-12-04,48,Q4,2022,ORD-00046461,,,Revenue,21450.24,0.0,0.0,0.0,0.0,21450.24,21450.24,700405.97,35362.11,192211.16,857255.02,25.2422,181083.13,-7954175335.18,67.65,56.23,40.5,20.0,0,False,False
FIN-0000057811,2022-12-04,48,Q4,2022,ORD-00074472,,,Revenue,5713.46,0.0,0.0,0.0,0.0,5713.46,5713.46,16162.82,95777.98,67106.33,-12508.83,0.8694,813924.45,-7953361410.73,54.97,68.82,31.43,24.12,1,True,False
FIN-0000060046,2022-12-04,48,Q4,2022,ORD-00062120,,,Revenue,53660.83,0.0,0.0,0.0,0.0,53660.83,53660.83,38743.12,31692.77,90576.54,97626.89,4.0804,1003912.22,-7952357498.51,58.8,55.79,44.18,20.36,0,True,False
FIN-0000061350,2022-12-04,48,Q4,2022,ORD-00037782,,,Revenue,8685.5,0.0,0.0,0.0,0.0,8685.5,8685.5,172634.49,52645.5,90563.34,210552.33,4.9994,201954.52,-7952155543.99,74.44,71.31,52.79,22.34,0,True,False
FIN-0000061770,2022-12-04,48,Q4,2022,,,,Revenue,38090.77,0.0,0.0,0.0,0.0,38090.77,38090.77,27428.63,195246.94,125289.8,-42528.51,0.7822,1371044.67,-7950784499.32,56.31,74.44,21.07,25.46,1,True,False
FIN-0000064783,2022-12-04,48,Q4,2022,ORD-00026320,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71934.77,279034.96,24304.34,-182795.85,0.3449,-382383.25,-7951166882.57,54.43,60.09,37.17,34.77,1,True,False
FIN-0000065718,2022-12-04,48,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29412.07,296741.84,62188.24,-205141.53,0.3087,-1562712.03,-7952729594.6,62.94,68.73,27.48,33.83,1,False,False
FIN-0000000979,2022-12-05,49,Q4,2022,ORD-00046530,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115685.86,18439.88,63468.62,160714.6,9.7156,-1738647.26,-7954468241.86,65.81,63.8,57.76,23.83,0,False,False
FIN-0000001647,2022-12-05,49,Q4,2022,ORD-00010470,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35818.34,23363.45,78545.95,91000.84,4.895,-225020.57,-7954693262.43,56.37,43.89,66.99,27.69,0,True,False
FIN-0000001783,2022-12-05,49,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,754.52,0.0,0.0,-754.52,35460.92,11995.86,64080.43,87545.49,8.298,-593330.94,-7955286593.37,60.04,87.48,25.61,20.0,0,True,False
FIN-0000002358,2022-12-05,49,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98949.51,15173.26,58797.12,142573.37,10.3964,-1182139.85,-7956468733.22,54.64,59.61,54.36,24.42,0,True,False
FIN-0000003060,2022-12-05,49,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,1041.6,0.0,0.0,-1041.6,24977.65,447920.2,6953.62,-415988.93,0.0713,-118311.83,-7956587045.05,57.12,71.66,32.74,39.44,1,False,False
FIN-0000005061,2022-12-05,49,Q4,2022,,,SHP-00035001,Logistics Cost,0.0,0.0,516.84,0.0,0.0,0.0,-516.84,81800.32,118109.82,181375.38,145065.88,2.2282,-204515.79,-7956791560.84,48.5,80.26,17.16,23.45,0,False,False
FIN-0000006707,2022-12-05,49,Q4,2022,ORD-00028974,,SHP-00065496,Logistics Cost,0.0,0.0,1118.77,0.0,0.0,0.0,-1118.77,246700.11,21121.72,36703.31,262281.7,13.4176,-585951.0,-7957377511.84,67.13,55.41,61.95,25.08,0,False,False
FIN-0000008101,2022-12-05,49,Q4,2022,ORD-00067729,,,Revenue,418001.92,0.0,0.0,0.0,0.0,418001.92,418001.92,204887.03,1451700.2,61076.79,-1185736.38,0.1832,52736.0,-7957324775.84,47.99,71.76,37.8,39.94,1,True,False
FIN-0000011550,2022-12-05,49,Q4,2022,,VND-001014,,Procurement,0.0,37920.83,0.0,0.0,0.0,-37920.83,0.0,196133.2,126338.04,307549.81,377344.97,3.9868,-398488.67,-7957723264.51,73.43,60.46,41.11,20.0,0,False,False
FIN-0000012801,2022-12-05,49,Q4,2022,ORD-00012102,,,Revenue,167950.69,0.0,0.0,0.0,0.0,167950.69,167950.69,56506.61,12849.83,20241.35,63898.13,5.9727,182849.09,-7957540415.42,73.66,77.24,46.7,20.51,0,False,False
FIN-0000014558,2022-12-05,49,Q4,2022,,,,Revenue,78407.71,0.0,0.0,0.0,0.0,78407.71,78407.71,18636.52,52340.48,25020.59,-8683.37,0.8341,171395.54,-7957369019.88,61.1,83.8,14.07,23.32,1,True,False
FIN-0000014814,2022-12-05,49,Q4,2022,ORD-00007096,,,SLA Penalty,0.0,0.0,0.0,0.0,28419.18,0.0,0.0,173268.42,8883.64,152124.62,316509.4,36.6283,-235352.73,-7957604372.61,47.07,55.1,60.19,28.44,0,False,False
FIN-0000015205,2022-12-05,49,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51203.89,155999.38,347162.08,242366.59,2.5536,-883533.55,-7958487906.16,49.53,63.09,-2.2,23.14,0,True,False
FIN-0000018091,2022-12-05,49,Q4,2022,ORD-00033655,,,Revenue,23740.58,0.0,0.0,0.0,0.0,23740.58,23740.58,24648.59,59185.38,42333.76,7796.97,1.1317,787265.62,-7957700640.54,35.73,68.44,26.89,27.28,0,True,False
FIN-0000020228,2022-12-05,49,Q4,2022,ORD-00075767,VND-000232,,Procurement,0.0,6910.11,0.0,0.0,0.0,-6910.11,0.0,66370.57,10096.93,185779.61,242053.25,24.973,-607696.5,-7958308337.04,66.41,81.5,12.28,20.0,0,True,False
FIN-0000020890,2022-12-05,49,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34391.33,99195.24,202845.9,138041.99,2.3916,-930319.91,-7959238656.95,62.96,80.64,43.28,65.46,0,True,False
FIN-0000022027,2022-12-05,49,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,333.02,0.0,0.0,-333.02,21575.06,205433.48,54587.42,-129271.0,0.3707,-85250.6,-7959323907.55,66.8,43.68,52.16,34.73,1,False,False
FIN-0000024189,2022-12-05,49,Q4,2022,,,,SLA Penalty,0.0,0.0,0.0,0.0,21730.27,0.0,0.0,29861.81,48031.91,36457.83,18287.73,1.3807,-964538.93,-7960288446.48,37.83,70.91,17.59,26.65,0,True,False
FIN-0000024710,2022-12-05,49,Q4,2022,ORD-00070501,,,Operational Expense,0.0,0.0,0.0,2463.2,0.0,0.0,-2463.2,683706.9,95860.34,105232.16,693078.72,8.2301,-308148.38,-7960596594.86,49.4,65.62,28.0,56.88,0,True,False
FIN-0000025042,2022-12-05,49,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,6458.31,0.0,0.0,-6458.31,25381.0,579263.0,213078.53,-340803.47,0.4117,-1469204.78,-7962065799.64,77.39,46.08,75.53,40.92,1,True,False
FIN-0000025123,2022-12-05,49,Q4,2022,ORD-00028081,VND-000243,,Procurement,0.0,11940.52,0.0,0.0,0.0,-11940.52,0.0,13067.84,157812.9,45562.54,-99182.52,0.3715,-610625.23,-7962676424.87,21.67,80.02,-30.45,44.07,1,True,False
FIN-0000025609,2022-12-05,49,Q4,2022,ORD-00078053,,SHP-00010711,Logistics Cost,0.0,0.0,245.25,0.0,0.0,0.0,-245.25,34022.51,60084.83,106949.76,80887.44,2.3462,-73578.81,-7962750003.68,40.84,50.04,35.18,25.75,0,False,False
FIN-0000027420,2022-12-05,49,Q4,2022,,,,Revenue,75113.63,0.0,0.0,0.0,0.0,75113.63,75113.63,10212.67,96010.77,100287.03,14488.93,1.1509,520138.43,-7962229865.25,59.34,85.74,13.79,20.2,0,True,False
FIN-0000028342,2022-12-05,49,Q4,2022,,,,Revenue,3810.11,0.0,0.0,0.0,0.0,3810.11,3810.11,22359.98,39235.23,118774.12,101898.87,3.5971,401685.72,-7961828179.53,60.35,90.34,1.06,20.0,0,True,False
FIN-0000028588,2022-12-05,49,Q4,2022,,VND-000317,,Procurement,0.0,5869.07,0.0,0.0,0.0,-5869.07,0.0,511951.93,22860.95,3944.04,493035.02,22.5667,-310181.58,-7962138361.11,66.65,77.05,40.18,20.0,0,False,False
FIN-0000029995,2022-12-05,49,Q4,2022,,,,Revenue,2881.65,0.0,0.0,0.0,0.0,2881.65,2881.65,16545.0,554965.03,20376.66,-518043.37,0.0665,311887.66,-7961826473.45,43.98,39.94,58.44,47.51,1,True,False
FIN-0000031059,2022-12-05,49,Q4,2022,ORD-00047433,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264561.37,25283.19,256110.22,495388.4,20.5936,-680813.22,-7962507286.67,58.08,50.82,36.87,20.58,0,True,False
FIN-0000034109,2022-12-05,49,Q4,2022,,,SHP-00037369,Logistics Cost,0.0,0.0,6341.95,0.0,0.0,0.0,-6341.95,106398.71,21676.02,94889.94,179612.63,9.2862,-339781.71,-7962847068.38,50.34,85.73,17.7,22.9,0,False,False
FIN-0000034695,2022-12-05,49,Q4,2022,ORD-00010470,VND-000529,,Procurement,0.0,15440.54,0.0,0.0,0.0,-15440.54,0.0,35432.83,26178.41,94316.87,103571.29,4.9564,-109748.54,-7962956816.92,71.0,64.77,49.01,21.2,0,False,False
FIN-0000035279,2022-12-05,49,Q4,2022,ORD-00070312,VND-000786,,Procurement,0.0,46054.51,0.0,0.0,0.0,-46054.51,0.0,437129.4,3639.62,75160.79,508650.57,140.7538,-435774.85,-7963392591.77,69.06,49.48,59.94,24.48,0,True,False
FIN-0000035300,2022-12-05,49,Q4,2022,ORD-00012423,,,Revenue,6278.67,0.0,0.0,0.0,0.0,6278.67,6278.67,65437.03,103403.77,49837.14,11870.4,1.1148,934864.83,-7962457726.94,38.52,62.77,19.09,26.44,0,False,False
FIN-0000036011,2022-12-05,49,Q4,2022,,,,Operational Expense,0.0,0.0,0.0,4910.34,0.0,0.0,-4910.34,104532.02,35200.49,7230.7,76562.23,3.175,-959420.38,-7963417147.32,65.36,70.01,41.91,20.0,0,True,False
FIN-0000037721,2022-12-05,49,Q4,2022,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402471.09,58195.7,527908.2,872183.59,15.9871,-556084.45,-7963973231.77,69.81,62.09,56.12,23.34,0,False,False
